1 gtr_params.txt tree.nw 0.4966
1 K80_params.txt tree.nwk 0.355
1 HKY85_params.txt tree.nwk 0.3968
1 TN93_params.txt tree.nwk 0.3998
1 JC69_params.txt tree.nwk 0.0
1 F81_params.txt tree.nwk 0.0
1 gtr_params.txt TENT+outgroup.tre 0.4966
1 gtr_params.txt UCE.unpartitioned.tre 0.3704
1 gtr_params.txt Intron-partitioned.tre 0.1112
1 gtr_params.txt Intron-unpartitioned.tre 0.1214
1 gtr_params.txt Intron.Heterogenous.tre 0.0018
1 gtr_params.txt TENT+C3.tre 0.4784
1 gtr_params.txt Exon.Homogenous.c12.tre 0.0
1 gtr_params.txt WGT-Alternative.tre 0.4898
1 gtr_params.txt Exon.c123-partitioned.tre 0.0032
1 gtr_params.txt Exon.c1-unpartitioned.tre 0.0
1 gtr_params.txt Exon.c123-unpartitioned.tre 0.0102
1 gtr_params.txt Exon.c12-unpartitioned.tre 0.0
1 gtr_params.txt Intron.Homogenous.tre 0.1424
1 gtr_params.txt Exon.c12-partitioned.tre 0.0
1 gtr_params.txt Exon.Heterogenous.c12.tre 0.0
1 gtr_params.txt TENT.tre 0.4966
1 gtr_params.txt Exon.c3-unpartitioned.tre 0.0164
1 gtr_params.txt TENT.25%.tre 0.4254
1 gtr_params.txt Exon.Heterogenous.c123.tre 0.0016
1 gtr_params.txt WGT-Best.tre 0.431
1 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.0032
1 gtr_params.txt Exon.Homogenous.c123.tre 0.0
1 gtr_params.txt TENT.75%.tre 0.4966
1 gtr_params.txt Exon.Amino_Acid.tre 0.1112
1 gtr_params.txt TENT.50%.tre 0.4454
1 gtr_params.txt Exon.c2-unpartitioned.tre 0.0
1 gtr_params.txt TEIT.tre 0.0
2 gtr_params.txt tree.nw 0.5134
2 K80_params.txt tree.nwk 0.4054
2 HKY85_params.txt tree.nwk 0.4038
2 TN93_params.txt tree.nwk 0.4146
2 JC69_params.txt tree.nwk 0.0
2 F81_params.txt tree.nwk 0.0
2 gtr_params.txt TENT+outgroup.tre 0.514
2 gtr_params.txt UCE.unpartitioned.tre 0.419
2 gtr_params.txt Intron-partitioned.tre 0.1736
2 gtr_params.txt Intron-unpartitioned.tre 0.1864
2 gtr_params.txt Intron.Heterogenous.tre 0.0036
2 gtr_params.txt TENT+C3.tre 0.5052
2 gtr_params.txt Exon.Homogenous.c12.tre 0.0
2 gtr_params.txt WGT-Alternative.tre 0.5096
2 gtr_params.txt Exon.c123-partitioned.tre 0.0034
2 gtr_params.txt Exon.c1-unpartitioned.tre 0.0
2 gtr_params.txt Exon.c123-unpartitioned.tre 0.0104
2 gtr_params.txt Exon.c12-unpartitioned.tre 0.0
2 gtr_params.txt Intron.Homogenous.tre 0.2388
2 gtr_params.txt Exon.c12-partitioned.tre 0.0
2 gtr_params.txt Exon.Heterogenous.c12.tre 0.0
2 gtr_params.txt TENT.tre 0.5134
2 gtr_params.txt Exon.c3-unpartitioned.tre 0.0338
2 gtr_params.txt TENT.25%.tre 0.5038
2 gtr_params.txt Exon.Heterogenous.c123.tre 0.003
2 gtr_params.txt WGT-Best.tre 0.4658
2 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.0032
2 gtr_params.txt Exon.Homogenous.c123.tre 0.0
2 gtr_params.txt TENT.75%.tre 0.5134
2 gtr_params.txt Exon.Amino_Acid.tre 0.1484
2 gtr_params.txt TENT.50%.tre 0.5068
2 gtr_params.txt Exon.c2-unpartitioned.tre 0.0
2 gtr_params.txt TEIT.tre 0.0
3 gtr_params.txt tree.nw 0.5012
3 K80_params.txt tree.nwk 0.3688
3 HKY85_params.txt tree.nwk 0.406
3 TN93_params.txt tree.nwk 0.4132
3 JC69_params.txt tree.nwk 0.0
3 F81_params.txt tree.nwk 0.0
3 gtr_params.txt TENT+outgroup.tre 0.5012
3 gtr_params.txt UCE.unpartitioned.tre 0.4148
3 gtr_params.txt Intron-partitioned.tre 0.1934
3 gtr_params.txt Intron-unpartitioned.tre 0.2052
3 gtr_params.txt Intron.Heterogenous.tre 0.0064
3 gtr_params.txt TENT+C3.tre 0.4992
3 gtr_params.txt Exon.Homogenous.c12.tre 0.0
3 gtr_params.txt WGT-Alternative.tre 0.4882
3 gtr_params.txt Exon.c123-partitioned.tre 0.0026
3 gtr_params.txt Exon.c1-unpartitioned.tre 0.0
3 gtr_params.txt Exon.c123-unpartitioned.tre 0.0086
3 gtr_params.txt Exon.c12-unpartitioned.tre 0.0
3 gtr_params.txt Intron.Homogenous.tre 0.241
3 gtr_params.txt Exon.c12-partitioned.tre 0.0
3 gtr_params.txt Exon.Heterogenous.c12.tre 0.0
3 gtr_params.txt TENT.tre 0.5012
3 gtr_params.txt Exon.c3-unpartitioned.tre 0.0428
3 gtr_params.txt TENT.25%.tre 0.4846
3 gtr_params.txt Exon.Heterogenous.c123.tre 0.0008
3 gtr_params.txt WGT-Best.tre 0.4634
3 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.002
3 gtr_params.txt Exon.Homogenous.c123.tre 0.0
3 gtr_params.txt TENT.75%.tre 0.5016
3 gtr_params.txt Exon.Amino_Acid.tre 0.1396
3 gtr_params.txt TENT.50%.tre 0.486
3 gtr_params.txt Exon.c2-unpartitioned.tre 0.0
3 gtr_params.txt TEIT.tre 0.0
4 gtr_params.txt tree.nw 0.4984
4 K80_params.txt tree.nwk 0.3774
4 HKY85_params.txt tree.nwk 0.4082
4 TN93_params.txt tree.nwk 0.4122
4 JC69_params.txt tree.nwk 0.0
4 F81_params.txt tree.nwk 0.0
4 gtr_params.txt TENT+outgroup.tre 0.4984
4 gtr_params.txt UCE.unpartitioned.tre 0.3914
4 gtr_params.txt Intron-partitioned.tre 0.1942
4 gtr_params.txt Intron-unpartitioned.tre 0.2052
4 gtr_params.txt Intron.Heterogenous.tre 0.0064
4 gtr_params.txt TENT+C3.tre 0.4984
4 gtr_params.txt Exon.Homogenous.c12.tre 0.0
4 gtr_params.txt WGT-Alternative.tre 0.4972
4 gtr_params.txt Exon.c123-partitioned.tre 0.0032
4 gtr_params.txt Exon.c1-unpartitioned.tre 0.0
4 gtr_params.txt Exon.c123-unpartitioned.tre 0.0082
4 gtr_params.txt Exon.c12-unpartitioned.tre 0.0
4 gtr_params.txt Intron.Homogenous.tre 0.2652
4 gtr_params.txt Exon.c12-partitioned.tre 0.0
4 gtr_params.txt Exon.Heterogenous.c12.tre 0.0
4 gtr_params.txt TENT.tre 0.4984
4 gtr_params.txt Exon.c3-unpartitioned.tre 0.0502
4 gtr_params.txt TENT.25%.tre 0.4592
4 gtr_params.txt Exon.Heterogenous.c123.tre 0.0036
4 gtr_params.txt WGT-Best.tre 0.452
4 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.003
4 gtr_params.txt Exon.Homogenous.c123.tre 0.0
4 gtr_params.txt TENT.75%.tre 0.4984
4 gtr_params.txt Exon.Amino_Acid.tre 0.1606
4 gtr_params.txt TENT.50%.tre 0.4712
4 gtr_params.txt Exon.c2-unpartitioned.tre 0.0
