1 gtr_params.txt tree.nw 0.000100
1 HKY85_params.txt tree.nwk 0.000100
1 JC69_params.txt tree.nwk 0.000100
1 K80_params.txt tree.nwk 0.000100
1 F81_params.txt tree.nwk 0.000100
1 TN93_params.txt tree.nwk 0.000100
1 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.000100
1 gtr_params.txt Exon.c123-unpartitioned.tre 0.000100
1 gtr_params.txt TENT.25%.tre 0.000100
1 gtr_params.txt Exon.c1-unpartitioned.tre 0.000100
1 gtr_params.txt Exon.c12-unpartitioned.tre 0.000100
1 gtr_params.txt Exon.Homogenous.c123.tre 0.000100
1 gtr_params.txt Exon.c12-partitioned.tre 0.000100
1 gtr_params.txt Intron.Heterogenous.tre 0.000100
1 gtr_params.txt Exon.c123-partitioned.tre 0.000100
1 gtr_params.txt UCE.unpartitioned.tre 0.000100
1 gtr_params.txt Intron-unpartitioned.tre 0.000100
1 gtr_params.txt Exon.c3-unpartitioned.tre 0.000100
1 gtr_params.txt TENT.75%.tre 0.000100
1 gtr_params.txt Exon.c2-unpartitioned.tre 0.000100
1 gtr_params.txt WGT-Alternative.tre 0.000100
1 gtr_params.txt Exon.Homogenous.c12.tre 0.000100
1 gtr_params.txt TEIT.tre 0.000100
1 gtr_params.txt Intron.Homogenous.tre 0.000100
1 gtr_params.txt WGT-Best.tre 0.000100
1 gtr_params.txt TENT.tre 0.000100
1 gtr_params.txt Exon.Heterogenous.c12.tre 0.000100
1 gtr_params.txt TENT.50%.tre 0.000100
1 gtr_params.txt Exon.Amino_Acid.tre 0.000100
1 gtr_params.txt Exon.Heterogenous.c123.tre 0.000100
1 gtr_params.txt TENT+C3.tre 0.000100
1 gtr_params.txt TENT+outgroup.tre 0.000100
1 gtr_params.txt Intron-partitioned.tre 0.000100
2 gtr_params.txt tree.nw 0.000100
2 HKY85_params.txt tree.nwk 0.000100
2 JC69_params.txt tree.nwk 0.000100
2 K80_params.txt tree.nwk 0.000100
2 F81_params.txt tree.nwk 0.000100
2 TN93_params.txt tree.nwk 0.000100
2 gtr_params.txt Exon.c123-RY-unpartitioned.tre 0.000100
2 gtr_params.txt Exon.c123-unpartitioned.tre 0.000100
